TokenID,Filename,Label,Start[s],DUR,f0,COG
1,0009,a,1.5900000000000034,49.99999999999716,172.21596389791245,285.81431898565506
2,0009,a,1.8200000000000005,60.00000000000183,205.76795734778787,495.92285721590724
3,0009,a,2.3200000000000003,81.2856591060438,171.0030526569248,313.3631902796547
4,0009,a,2.969999999999999,10.000000000005116,102.96676668792868,539.4618584067522
5,0009,a,5.010000000000005,49.99999999999716,166.70263420061332,253.45196552570914
6,0009,a,5.190000000000005,29.99999999999403,171.00364718737714,430.8676046257016
7,0009,a,5.296704345845193,83.68782005734943,160.76593438306034,581.5667404050649
8,0009,a,6,10.000000000005116,105.47454542374807,170.13390585500673
9,0009,a,8.649999999999999,40.00000000000625,172.28402976476954,213.53969273186536
10,0009,a,8.79,30.000000000001137,186.1664419922665,343.442556389747
11,0009,a,8.899999999999999,109.37779765673383,169.17068045753476,303.4503875964259
12,0009,a,9.559999999999995,10.000000000005116,104.98104847510635,367.03198616478704
13,0009,a,15.720000000000006,49.99999999999716,169.5381327965962,353.23054803560854
14,0009,a,15.880000000000004,29.99999999999936,174.47190477131448,250.74790467116298
15,0009,a,15.979999999999997,78.98444818606265,170.07174360786746,515.3558886827975
16,0009,i,16.301135837977846,79.94100368127022,196.02661386502035,388.13254617841574
17,0009,a,16.68,10.000000000005116,105.56336851640866,604.940403900861
18,0009,a,19.809999999999995,50.00000000001137,177.3574150206844,283.6412646339292
19,0009,a,19.96999999999999,30.000000000008242,178.19417605830878,429.77440794809314
20,0009,i,20.07124687952152,87.11201714391947,174.21066191022328,257.59811521420977
21,0009,a,20.317649442300016,124.4457387770268,198.6598520562314,671.0853725677144
22,0009,a,20.85,29.97916666666356,101.74118215151198,179.16849400661445
23,0009,a,24.97997916666666,50.00000000001137,173.54661868323737,285.8938302398083
24,0009,a,25.199979166666672,29.999999999986926,184.83083588385884,300.4589571005402
25,0009,i,25.449979166666672,69.99999999999318,183.93746819913312,390.40429501024823
26,0009,a,25.82635385682752,172.30002735184868,190.03253699397098,388.6812775602357
27,0009,a,26.489979166666664,9.999999999987352,99.8114205685958,247.62352628940442
28,0009,a,29.41997916666667,49.99999999999716,168.76967337595303,279.96355694166635
29,0009,a,29.579979166666668,30.000000000001137,168.8385300887369,250.8487644907401
30,0009,a,29.679979166666666,75.99235504099155,163.49967948291115,411.74974950863464
31,0009,a,29.91852313573815,133.06550729939204,176.91563716350586,370.5911916299465
32,0009,a,30.36997916666666,30.000000000001137,104.79948285869096,614.5921173830595
33,0009,a,33.54997916666667,49.99999999999716,167.41958064019602,248.24167629055322
34,0009,a,33.72997916666667,39.99999999999204,182.62290301001687,303.5520740259407
35,0009,a,33.9147417556861,78.28169928613704,168.0363509202109,394.4801124127751
36,0009,a,34.22699875617192,98.28702243704157,190.85536021126418,542.2314487397167
37,0009,a,34.60997916666667,9.999999999990905,106.3904568437363,417.68221650323085
38,0009,a,37.13997916666669,49.99999999999005,157.48610509353782,247.4308118477573
39,0009,a,37.29997916666667,30.000000000015348,158.58939578120248,489.7723744426915
40,0009,a,37.417355174830384,73.04953784665713,153.35426282494583,497.05767000455586
41,0009,a,37.6549434775356,80.85094480115629,176.30045920021553,500.74163386859254
42,0009,a,37.99997916666669,9.99999999999801,99.22566369780424,350.34301488420687
43,0009,a,40.67997916666666,50.00000000002558,163.1743890573446,275.06025021898694
44,0009,a,40.85997916666668,30.000000000008242,163.0851130364525,269.49380038463465
45,0009,a,40.98470157442002,93.75069832458394,158.43020650102537,397.2473879485739
46,0009,a,41.19337248359404,77.11750991216348,171.96902435424448,421.8487799048509
47,0010,a,4.609999999999999,49.99999999999716,166.01756598749668,355.0480718960287
48,0010,a,4.759999999999991,30.000000000001137,181.47830249387403,283.78186205388005
49,0010,a,4.929999999999993,56.4284369384751,167.07920069333605,474.22674381025877
50,0010,a,5.129999999999996,45.776478801541565,184.53643049754263,687.641297692462
51,0010,a,5.429999999999993,10.000000000005116,108.9019013285427,248.08929926815574
52,0010,a,7.709999999999994,49.99999999999716,163.07110004587722,352.5960714590092
53,0010,a,7.839999999999989,30.000000000001137,171.42890216775157,483.7530367012193
54,0010,a,7.989999999999995,58.530808413834734,167.61417899532,365.41667987541945
55,0010,a,8.27578860311067,77.98061582737148,184.24891085256786,645.4862297522068
56,0010,a,8.64,9.999999999990905,105.41350484840275,209.17122733827082
57,0010,a,11.989999999999997,49.99999999999538,163.9651223257483,228.35085646925404
58,0010,a,12.11999999999999,30.000000000001137,168.12396413203308,226.77343255670286
59,0010,a,12.224207441331032,75.15043131472332,169.11785768047724,416.2272809728207
60,0010,a,12.529999999999989,105.18636258328051,176.86117304995867,574.6769161555667
61,0010,a,12.97999999999999,10.000000000006892,97.44195385862815,630.9597475955165
62,0010,a,15.449999999999989,50.00000000001137,168.71718920357392,254.28713449247329
63,0010,a,15.61,30.000000000001137,191.15652735731163,310.2683224536353
64,0010,a,15.769999999999996,54.86561174781457,169.0851478221906,340.92168907371706
65,0010,i,16.049085808882595,49.738987392601075,231.13275855487777,345.2289452680016
66,0010,a,16.44999999999999,10.000000000005116,109.65539371704996,480.2505258372555
67,0010,a,21.741083333333336,39.99999999998494,166.82928943260518,371.94197119598033
68,0010,a,21.85108333333333,30.00000000000469,181.7141881324942,327.14601107534224
69,0010,a,22.005232123456167,66.03568716170116,172.59304383059646,435.1321420332253
70,0010,i,22.22108333333331,44.1208637910222,215.0732253694448,344.7745104976166
71,0010,a,22.60108333333333,28.89999999998949,102.24289874451273,403.38897117631245
72,0010,a,25.97997916666668,39.99999999999915,179.7223385961914,380.8271269804575
73,0010,a,26.119979166666667,40.00000000001336,199.7435838645108,367.94501809822566
74,0010,a,26.29997916666668,68.79429857220032,183.7471208106176,397.00794023430547
75,0010,a,26.45671659818049,67.37578733430283,204.26722612087588,519.9659216369096
76,0010,a,26.84997916666667,10.000000000008669,113.20997482385576,486.14118603170834
77,0010,a,29.60997916666668,39.99999999998849,172.86957600716516,324.43897198693537
78,0010,a,29.839979166666662,39.99999999998849,198.0560316723721,406.66261078381996
79,0010,a,30.18997916666666,110.13621881173208,170.9914421387119,456.6353558066621
80,0010,a,30.38335492571932,106.20217203151938,183.55399385221043,563.6555634941601
81,0010,a,30.79997916666668,9.9999999999838,101.82541197330998,305.8718946432915
82,0010,a,33.71997916666666,50.00000000001137,168.99887396255463,354.5379107555725
83,0010,a,33.90997916666669,39.99999999999204,191.73957380631242,476.3949969989841
84,0010,i,34.02304507881996,98.77544671462601,175.1024489702176,218.72789973588564
85,0010,a,34.30246391006676,104.114660050584,194.74312649056847,539.4601109675274
86,0010,a,34.799979166666674,9.999999999990905,102.11156097945994,348.6881493128958
87,0010,a,39.32997916666668,39.99999999998494,173.86250974280566,294.590771370904
88,0010,a,39.559979166666665,50.000000000018474,200.1880218253148,430.31625513598726
89,0010,i,40.02997916666666,83.09903462683366,185.11556044906317,288.50860774252476
90,0010,a,40.419621306805766,86.1767766500634,193.40342494763624,626.1022469277328
91,0010,a,40.91997916666668,9.999999999990905,98.77276867672454,483.82000989758865
92,0010,a,43.28997916666668,39.99999999999915,173.37069356114355,399.78493340809405
93,0010,a,43.42997916666667,30.000000000001137,185.92149433959653,451.9113434355218
94,0010,i,43.54072997114432,56.871319994193925,181.93502852268205,272.5771600973176
95,0010,i,43.73743783088898,55.53317128845947,180.60982520966155,227.45392417936282
96,0010,a,44.07997916666668,9.9999999999838,100.39712460917316,293.3152323023931
97,0010,a,47.35997916666668,50.00000000000426,169.7316338022135,278.96758945965763
98,0010,a,47.49997916666666,60.000000000002274,193.46603289584067,413.6020707183273
99,0010,a,47.69688412440303,73.86580855717284,165.71855204827995,471.4490800387162
100,0010,a,47.933870260190645,110.02927732994294,191.3429424013295,452.534884635455
101,0010,a,48.309979166666665,30.000000000001137,106.25274862675911,421.8226472052367
102,0011,a,1.1416458333333424,49.99999999998295,186.62773444045396,354.00731463544656
103,0011,a,1.2916458333333196,50.00000000001137,200.73472208965177,428.6496477818796
104,0011,a,1.4316458333333344,77.05163569775664,188.4554487940748,416.66985354960804
105,0011,a,1.761645833333347,76.91490960795,201.34962406757202,699.6502213954049
106,0011,a,2.2116458333333355,34.27083333332348,--undefined--,447.0411575565633
107,0012,a,0.710000000000008,49.99999999998295,175.2116208240672,387.7859826787759
108,0012,a,0.8499999999999943,30.000000000001137,176.5032795911501,269.30917145088205
109,0012,a,0.9589926169369108,63.69587839350277,183.6636630982234,331.79506813253306
110,0012,a,1.2400506803482756,67.67687079309326,169.3742915009232,505.00470302671556
111,0012,a,1.5999999999999943,10.000000000019327,133.21906282580588,580.5321140580642
112,0012,a,3.75,39.99999999999204,167.15671296316165,366.040282009238
113,0012,a,3.8600000000000136,29.999999999971827,182.50577159684673,432.75602235460116
114,0012,a,4.02000000000001,71.62999026024863,167.1465560339244,394.4296409551311
115,0012,i,4.259999999999991,45.3390293114353,206.17988513048311,291.0104616409484
116,0012,a,4.669999999999988,10.000000000018439,129.76787847467727,470.5488863947734
117,0012,a,7.090000000000003,39.99999999999293,173.59285203763721,308.3306430650223
118,0012,a,7.27000000000001,30.000000000001137,192.42550931100328,313.76393566159925
119,0012,i,7.37148944784127,101.56548676610555,174.82165921728307,424.09499226853643
120,0012,i,7.588604075348542,90.52575994371637,189.12624598028188,333.82656676416497
121,0012,a,7.949999999999989,10.000000000019327,104.80318744882722,236.0291975272434
122,0012,a,10.039999999999992,40.000000000020464,180.81498574396014,306.30905401327044
123,0012,a,10.189999999999998,30.000000000002913,184.82023739691888,305.98028604287776
124,0012,a,10.300000000000011,97.72780877568898,170.10832318612344,523.6608606008414
125,0012,a,10.47999999999999,98.7793286631149,184.67786357614182,438.36126362324643
126,0012,a,10.909999999999997,9.999999999990905,106.98973438317137,449.2759815758237
127,0012,a,13.620000000000005,49.99999999998295,177.79229765000917,343.4034008820197
128,0012,a,13.78,30.000000000002913,185.52381367414296,302.9461018279095
129,0012,a,13.889999999999986,87.11503236119711,171.3100318666738,228.98243876862782
130,0012,a,14.15441304512902,93.91127616924955,205.60615452958325,481.0419982346288
131,0012,a,14.610000000000014,9.999999999990905,108.04361649008112,478.91883678581684
132,0012,a,15.992083333333367,39.99999999999382,185.29701751953164,322.35247741575546
133,0012,a,16.112083333333374,39.99999999999204,208.7058942261937,404.2419026395873
134,0012,i,16.226360294844056,71.45156526729579,190.57213047258313,189.1692261827739
135,0012,a,16.462083333333368,82.95094260250835,203.6604228760504,562.405076070618
136,0012,a,16.852083333333354,27.90000000001669,104.59567054019244,284.7301924202106
137,0012,a,19.21997916666666,50.000000000018474,180.32003388619034,335.1322838130107
138,0012,a,19.35997916666668,30.000000000001137,181.25817914170818,304.38684630825355
139,0012,i,19.45810461171536,98.99624125119999,163.8025442909214,341.23024244564357
140,0012,a,19.63441908518456,114.17084757417229,185.0887573957531,472.42768723040473
141,0012,a,20.099979166666657,10.00000000002288,114.55356990325619,501.4880648449813
142,0012,a,24.65120833333336,50.000000000007816,169.34219161129357,393.43571064555084
143,0012,a,24.78120833333336,29.99999999999403,181.83198041608995,428.78023948896066
144,0012,i,24.87852283558047,78.32569092489194,172.06784660425473,419.4612323964038
145,0012,a,25.091217599729816,87.77879155371693,211.44417891339936,781.2223758901652
146,0012,a,25.45120833333337,9.999999999990905,104.8971188516309,307.23663434826096
147,0012,a,27.509979166666653,40.00000000002757,181.51305106407872,301.8604876310991
148,0012,a,27.62997916666665,30.000000000008242,188.89723343793676,418.2570017441455
149,0012,i,27.73590198950185,60.88576611139729,181.4950283968474,286.47573229842794
150,0012,i,27.99015024359357,50.849650818328485,191.79706548666385,237.36254683328406
151,0012,a,28.319979166666656,10.000000000019327,109.52347191087605,220.9996126394069
152,0012,a,30.71997916666666,39.99999999999204,177.92047384421502,308.41614194036265
153,0012,a,30.869979166666667,30.000000000001137,184.91733585683346,293.08159169456883
154,0012,a,30.989967410406564,98.56803366523081,164.77079026463508,457.8927282806945
155,0012,a,31.279979166666664,111.90789825420211,204.76382897060586,603.5679867471753
156,0012,a,31.78997916666665,10.000000000029985,101.71915404157957,590.513884631915
157,0012,a,34.25997916666665,50.00000000001137,174.8407479062041,347.9596507754059
158,0012,a,34.39997916666667,30.000000000001137,180.13581404862,507.5424117558556
159,0012,a,34.50437520599445,59.25322469042271,172.10770956662785,291.2147805389178
160,0012,i,34.80642213185544,44.078618367251465,223.28311094797047,288.3320051867503
161,0012,a,35.15997916666666,30.000000000001137,100.51412607753419,294.35051085239115
